scientificName,
Acanthodes,
Cheiracanthus,
Homalacanthus,
Pseudacanthodes,
Traquairichthys,
Acanthostega,
Acanthurus,
Protautoga,
Tautoga,
Accipiter,
Buteo,
Circus,
Geranoaetus,
Haliaeetus,
Palaeoborus,
Palaeoplancus,
Proictinia,
Pseudastur,
Spizaetus,
Titanohierax,
Parahyus,
Acipenser,
Acrocephalus,
Acrodelphis,
Arcrodelphis,
Champsodelphis,
Hesperocetus,
Acrolepis,
Boreosomus,
Actinodon,
Adapis,
Hipposyus,
Tomitherium,
Aeduella,
Westollia,
Aepyornis,
Mullerornis,
Aetiocetus,
Ashorocetus,
Chonecetus,
Morawanocetus,
Willungacetus,
Tinosaurus,
Helicoprion,
Toxoprion,
Agorophius,
Agriochoerus,
Diplobunops,
Mesagriochoerus,
Protoreodon,
Euchambersia,
Proalopecopsis,
Albanerpeton,
Albireo,
Albula,
Chicolepis,
Coriops,
Paralbula,
Petalolepis,
Pterothrissus,
Alca,
Cyclorrhynchus,
Fratercula,
Miocepphus,
Pinguinus,
Pseudocepphus,
Alle,
Hydrocynus,
Alligator,
Allognathosuchus,
Brachychampsa,
Deinosuchus,
Procaimanoidea,
Purussaurus,
Stangerochampsa,
Allodelphis,
Arktocara,
Goedertius,
Zarhinocetus,
Ctenacodon,
Psalodon,
Campestrallomys,
Haplomys,
Spurimus,
Allosaurus,
Antrodemus,
Alopecias,
Alopias,
Leptostyrax,
Amblypterus,
Ambulocetus,
Gandakasia,
Ambystoma,
Amia,
Amiopsis,
Ennelis,
Melvius,
Pappichthys,
Paramiatus,
Platacodon,
Stylomyleodon,
Urocles,
Amphibamus,
Gerobatrachus,
Micropholis,
Tersomius,
Kolponomos,
Amphicynodon,
Amphicyon,
Cynelos,
Cynodictis,
Daphoenictis,
Daphoenid,
Daphoenocyon,
Daphoenus,
Ischyrocyon,
Proamphicyon,
Protemnocyon,
Temnocyon,
Colpocherus,
Macrocranion,
Aploconodon,
Phascolodon,
Amphisbaena,
Amphitherium,
Amynodon,
Metamynodon,
Toxotherium,
Microcorax,
Aix,
Anabernicula,
Anas,
Anser,
Archaeocycnus,
Aythya,
Branta,
Bucephala,
Charitonetta,
Chelychelynechen,
Chen,
Chenopis,
Clangula,
Cnemiornis,
Cygnopterus,
Cygnus,
Dendrocygna,
Erismatura,
Geochen,
Heterochen,
Histrionicus,
Lophodytes,
Melanitta,
Mergus,
Nettion,
Nyroca,
Oxyura,
Presbychen,
Ptaiochen,
Querquedula,
Talpanas,
Thambetochen,
Arpadosaurus,
Celestus,
Diploglossus,
Eoglyptosaurus,
Gaultia,
Gerrhonotus,
Glyptosaurus,
Helodermoides,
Melanosaurus,
Odaxosaurus,
Oreosaurus,
Paraglyptosaurus,
Parophisaurus,
Peltosaurus,
Proxestops,
Xestops,
Anguilla,
Anhinga,
Coniophis,
Siemensichthys,
Ankylosaurus,
Anodontosaurus,
Dyoplosaurus,
Euoplocephalus,
Glyptodontopelta,
Kunbarrasaurus,
Minmi,
Nodocephalosaurus,
Oohkotokia,
Scolosaurus,
Tatankacephalus,
Anoplotherium,
Anteosaurus,
Anthracobune,
Eobaphetes,
Aepinacodon,
Ancodon,
Anconodon,
Anthracothere,
Elomeryx,
Merycopotamus,
Antilocapra,
Capromeryx,
Ceratomeryx,
Cosoryx,
Cranioceras,
Dicrocerus,
Hexameryx,
Merycodon,
Merycodus,
Palaeomeryx,
Procranioceras,
Ramoceros,
Stockoceros,
Tetrameryx,
Yumaceras,
Apatemys,
Labidolemur,
Teilhardella,
Apheliscus,
Haplomylus,
Amphiplaga,
Asineops,
Erismatopterus,
Trichophanes,
Allomys,
Altasciurus,
Cedromus,
Dakotallomys,
Promeniscomys,
Prosciurus,
Pseudaplodon,
Selenomys,
Tachornis,
Apogon,
Oligoryctes,
Araeoscelis,
Aramus,
Prosotherium,
Archaeopteryx,
Anacodon,
Baioconodon,
Chriacus,
Claenodon,
Desmatoclaenus,
Deuterogonodon,
Eoconodon,
Goniacodon,
Lambertocyon,
Loxolophus,
Mentoclaenodon,
Metachriacus,
Mimotricentes,
Neoclaenodon,
Oxyclaenus,
Paradoxodon,
Princetonia,
Prothryptacodon,
Protochriacus,
Protogonodon,
Protungulatum,
Sarcothraustes,
Spanoxyodon,
Thryptacodon,
Tricentes,
Triisodon,
Anatolostylops,
Ardea,
Ardeola,
Botaurus,
Butorides,
Casmerodius,
Egretta,
Florida,
Gnotornis,
Hydranassa,
Ixobrychus,
Nyctanassa,
Nycticorax,
Argentina,
Bathylagus,
Lygisma,
Ariopsis,
Arius,
Astephas,
Galeichthys,
Rhineastes,
Tatenectes,
Crivadiatherium,
Palaeomasia,
Ascalabos,
Tharsis,
Askeptosaurus,
Aspidorhynchus,
Belonostomus,
Vinctifer,
Astrapotherium,
Astraspis,
Asterolepis,
Bothriolepis,
Pterichthyodes,
Atherina,
Aublysodon,
Aulacocephalodon,
Pelanomodon,
Aulostoma,
Tyleria,
Avisaurus,
Concornis,
Bennettazhia,
Quetzalcoatlus,
Navajodactylus,
Baena,
Boremys,
Chisternon,
Compsemys,
Denazinemys,
Eubaena,
Neurankylus,
Scabremys,
Thescelus,
Trachemys,
Bagre,
Bagrus,
Bucklandium,
Claibornichthys,
Felichthys,
Balaena,
Balaenella,
Balaenidae,
Balaenotus,
Balaenula,
Balenotus,
Eubalaena,
Morenocetus,
Archaeobalaenoptera,
Balaenoptera,
Burtinopsis,
Cetotheriophanes,
Idiocetus,
Megaptera,
Mesoteras,
Plesiocetus,
Aluterus,
Balistes,
Mola,
Baptornis,
Barberenia,
Quirogatherium,
Leptolambda,
Ancalecetus,
Basilosaurus,
Basiloterus,
Chrysocetus,
Cynthiacetus,
Dorudon,
Kekenodon,
Masracetus,
Metasqualodon,
Ocucajea,
Phococetus,
Pontobasileus,
Pontogeneus,
Saghacetus,
Stromerius,
Supayacetus,
Zeuglodon,
Zygorhiza,
Bathornis,
Opsanus,
Batrachosauroides,
Opisthotriton,
Bauria,
Microgomphodon,
Sesamodon,
Beryx,
Birgeria,
Pharyngolepis,
Pterolepis,
Rhyncholepis,
Aglyptorhynchus,
Bobasatrania,
Asillahyllos,
Boavus,
Calamagras,
Cheilophis,
Epicrates,
Ogmophis,
Protagras,
Pterygoboa,
Tropidophis,
Bolosaurus,
Bondesius,
Cladosictis,
Evesthes,
Paralichthys,
Chedighaii,
Aepyceros,
Aftonius,
Antidorcas,
Bison,
Bootherium,
Bos,
Capra,
Connochaetes,
Damaliscus,
Euceratherium,
Gazella,
Helicotragus,
Hippotragus,
Kobus,
Liops,
Litocranius,
Myotragus,
Nanger,
Neotragocerus,
Oryx,
Ovbovini,
Ovibos,
Ovis,
Palaeoreas,
Palaeoryx,
Praeovibos,
Praeovibus,
Preptoceras,
Saiga,
Scaphoceros,
Soergelia,
Symbos,
Syncerus,
Taurotragus,
Tragelaphus,
Tragocerus,
Brachiosaurus,
Caulolatilus,
Batrachosuchus,
Quasicaecilia,
Apateon,
Branchiosaurus,
Eumicrerpeton,
Melanerpeton,
Allops,
Brontops,
Brontotherium,
Diplacodon,
Diploclonus,
Duchesneodus,
Eotitanops,
Lambdotherium,
Limnohyops,
Manteoceras,
Megacerops,
Menodus,
Menops,
Mesatirhinus,
Mulkrajanops,
Notiotitanops,
Palaeosyops,
Palaeotherium,
Plagiolophus,
Symborodon,
Teleodus,
Telmatherium,
Titanops,
Titanotherium,
Bufo,
Peltophryne,
Burhinus,
Palaeothentes,
Camarasaurus,
Morosaurus,
Smitanosaurus,
Aepycamelus,
Auchenia,
Blickomylus,
Camelops,
Camelus,
Gigantocamelus,
Hemiauchenia,
Holomeniscus,
Homocamelus,
Lama,
Megalomeryx,
Megatylopus,
Neollama,
Nothokemas,
Oxydactylus,
Palaeolama,
Paratylopus,
Pliauchenia,
Poebrodon,
Poebrotherium,
Procamelus,
Protolabis,
Rakomylus,
Stenomylus,
Tanupolama,
Titanotylopus,
Camptosaurus,
Osmakasaurus,
Planicoxa,
Aelurodon,
Aenocyon,
Borophagus,
Canis,
Cynarctoides,
Cynarctus,
Cynodesmus,
Hemicyon,
Hesperocyon,
Hyaenognathus,
Leptocyon,
Mesocyon,
Nothocyon,
Osbornodon,
Osteoborus,
Pseudocynodictis,
Strobodon,
Tephrocyon,
Tomarctus,
Urocyon,
Vulpes,
Wetlugasaurus,
Caprimulgus,
Chordeiles,
Siphonorhis,
Aphaetreus,
Hexolobodon,
Isolobodon,
Quemisia,
Captorhinikos,
Captorhinus,
Eocaptorhinus,
Labidosaurikos,
Labidosaurus,
Opisthodontosaurus,
Carangopsis,
Caranx,
Decapterus,
Ductor,
Eothynnus,
Seriola,
Teratichthys,
Vomeropsis,
Carapus,
Abdounia,
Carcharhinus,
Eugaleus,
Galeocerdo,
Galeorhinus,
Hemipristis,
Hypoprion,
Mustelus,
Negaprion,
Paratriakis,
Physodon,
Physogaleus,
Prionodon,
Rhizoprionodon,
Sphenopteridium,
Striatolamna,
Triaenodon,
Acrocanthosaurus,
Anosteira,
Carpodaptes,
Carpolestes,
Elphidotarsius,
Cotylorhynchus,
Agnotocastor,
Anchitheriomys,
Castor,
Castoroides,
Chalicomys,
Daemonhelix,
Dipoides,
Eocastoroides,
Eucastor,
Euhapsis,
Fossorcastor,
Monosaulax,
Palaeocastor,
Paleocastor,
Paradipoides,
Stenofiber,
Brasilogyps,
Cathartes,
Coragyps,
Gymnogyps,
Palaeogyps,
Phasmagyps,
Plesiocathartes,
Teratornis,
Amyzon,
Catostomus,
Chasmites,
Caturus,
Eugnathus,
Furo,
Ionoscopus,
Macrepistius,
Caudipteryx,
Archoplites,
Centrarchites,
Chaenobryttus,
Oligoplarchus,
Aeoliscus,
Lates,
Alaspis,
Cephalaspis,
Securiaspis,
Thyestes,
Zenaspis,
Cepola,
Ceratodus,
Gosfordia,
Agathaumas,
Arrhinoceratops,
Avaceratops,
Brachyceratops,
Centrosaurus,
Ceratops,
Chasmosaurus,
Diceratops,
Diceratus,
Eoceratops,
Monoclonius,
Nedoceratops,
Pentaceratops,
Polyonax,
Rubeosaurus,
Styracosaurus,
Torosaurus,
Triceratops,
Turanoceratops,
Zuniceratops,
Ceratosaurus,
Papio,
Alces,
Cervalces,
Cervus,
Megaloceros,
Metacervulus,
Odocoileus,
Rangifer,
Sangamona,
Haplocanthosaurus,
Cetorhinus,
Aglaocetus,
Amphicetus,
Cephalotropis,
Cetotherium,
Cophocetus,
Diorocetus,
Halicetus,
Herpetocetus,
Heterocetus,
Isanacetus,
Isocetus,
Mesocetus,
Metopocetus,
Nannocetus,
Parietobalaena,
Pelocetus,
Pinocetus,
Piscobalaena,
Siphonocetus,
Telocetotherium,
Thinocetus,
Tiphyocetus,
Tretulias,
Ulias,
Cetotheriopsis,
Micromysticetus,
Tylocephalonyx,
Champsosaurus,
Characilepis,
Eobrycon,
Erythrinolepis,
Charadrius,
Pluvialis,
Cheirolepis,
Chirothrix,
Pelocomastes,
Caretta,
Catapleura,
Chelone,
Chelonia,
Desmatochelys,
Eosphargis,
Eretmochelys,
Kurobechelys,
Lembonax,
Lepidochelys,
Procolpochelys,
Puppigeus,
Syllomus,
Tasbacka,
Acherontemys,
Chelydra,
Macrochelys,
Chimaerotheca,
Edaphodon,
Ischyodus,
Myledaphus,
Mylognathus,
Pachymylus,
Perimys,
Chirodus,
Globulodus,
Helodus,
Cichlasoma,
Nandopsis,
Oreochromis,
Tilapia,
Ciconia,
Jabiru,
Leptoptilos,
Tantalus,
Batodon,
Cimolestes,
Didelphodus,
Gelastops,
Procerberus,
Allacodon,
Bryceomys,
Cimolodon,
Paracimexomys,
Cimolomys,
Essonodon,
Meniscoessus,
Oracodon,
Tripriodon,
Cladodus,
Cladoselache,
Glikmanius,
Pericladodus,
Tamiobatis,
Clarias,
Clarotes,
Cleithrolepis,
Pterygocephalus,
Alosa,
Bolcaichthys,
Brevoortia,
Clupea,
Diplomystus,
Etringus,
Ganolytes,
Histiothrissa,
Knightia,
Meletta,
Pomolobus,
Richardsonius,
Sardinella,
Syllaemus,
Xyne,
Coccosteus,
Liognathus,
Ostophorus,
Plourdosteus,
Protitanichthys,
Chenoprosopus,
Cochleosaurus,
Aspidodus,
Chitinodus,
Chitonodus,
Cochliodus,
Crassidonta,
Deltodopsis,
Deltodus,
Deltoptychius,
Erismacanthus,
Gampsacanthus,
Icanodus,
Lecracanthus,
Listracanthus,
Orthopleurodus,
Phigeacanthus,
Platyxystrodus,
Poecilodus,
Psephodus,
Sandalodus,
Stenopterodus,
Streblodus,
Synthetodus,
Taeniodus,
Taraodus,
Trigonodus,
Vaticinodus,
Xenodus,
Xystrodus,
Coelacanthus,
Diplurus,
Piveteauia,
Spermatodus,
Whiteia,
Coelophysis,
Syntarsus,
Coelurus,
Palaeospiza,
Colombitherium,
Greererpeton,
Alsophis,
Arrhyton,
Carphophis,
Coluber,
Diadophis,
Drymarchon,
Elaphe,
Heterodon,
Lampropeltis,
Natrix,
Nerodia,
Opheodrys,
Palaeoelaphe,
Pollackophis,
Storeia,
Storeria,
Thamnophis,
Raphus,
Chloroenas,
Columba,
Columbina,
Dysmoropelia,
Ectopistes,
Gallicolumba,
Geopelia,
Geotrygon,
Hemiphaga,
Ptilinopus,
Streptopelia,
Zenaida,
Zenaidura,
Colymboides,
Commentrya,
Compsognathus,
Sinosauropteryx,
Conchopoma,
Confuciusornis,
Bolcyrus,
Conger,
Congermuraena,
Parbatmya,
Uroconger,
Voltaconger,
Copodus,
Labodus,
Cornuboniscus,
Lambdodus,
Chasiempis,
Corvus,
Coryphaena,
Bathmodon,
Coryphodon,
Metalophodon,
Cottus,
Eocottus,
Ortalis,
Paraisurus,
Plicatolamna,
Protolamna,
Allophaiomys,
Allophipomys,
Arvicola,
Atopomys,
Calomys,
Cleithrionomys,
Clethrionomys,
Copemys,
Dicrostonyx,
Eligmodontia,
Eucricetodon,
Eumys,
Hesperomys,
Kanisamys,
Lasiopodomys,
Leidymys,
Lemmus,
Megaoryzomys,
Microtoscoptes,
Microtus,
Mictomys,
Mimomys,
Nebraskomys,
Neofiber,
Neotoma,
Noronhomys,
Ogmodontomys,
Ondatra,
Onychomys,
Ophiomys,
Parahodomys,
Paramyscus,
Peromyscus,
Phenacomys,
Pitymys,
Pliomys,
Pliophenacomys,
Pliopotamys,
Poamys,
Scottimus,
Sigmodon,
Synaptomys,
Trilophomys,
Zapus,
Archeria,
Cricotus,
Crocodilus,
Borealosuchus,
Bottosaurus,
Charactosuchus,
Crocodylus,
Dinosuchus,
Eosuchus,
Gavialosuchus,
Holops,
Leidyosuchus,
Thecachampsa,
Thecachampsoides,
Tomistoma,
Apsopelix,
Leptichthys,
Paleoclupea,
Andrias,
Pantosaurus,
Cryptobranchus,
Amelacanthus,
Ctenacanthus,
Eunemacanthus,
Phoebodus,
Cteniogenys,
Ctenodus,
Ctenothrissa,
Coccyzus,
Saurothera,
Allocryptaspis,
Americaspis,
Archegonaspis,
Homaspis,
Poraspis,
Vernonaspis,
Ardynomys,
Cylindrodon,
Dawsonomys,
Mysops,
Pseudocylindrodon,
Sespemys,
Tuscahomys,
Cynognathus,
Acrocheilus,
Alisodon,
Anchybopsis,
Barbus,
Diastichus,
Evomus,
Gila,
Leuciscus,
Mylocyprinus,
Mylopharodon,
Nocomis,
Oligobelus,
Orthodon,
Ptychocheilus,
Semotilus,
Sigmopharyngodon,
Carrionellus,
Cyprinodon,
Fundulus,
Parafundulus,
Prolebias,
Cyriacotherium,
Dalpiazina,
Dartmuthia,
Acanthobatis,
Dasyatis,
Heliobatis,
Hypolophodon,
Hypolophus,
Meridiania,
Ptychotrygon,
Rhombodus,
Trygon,
Urogymnus,
Xiphotrygon,
Chlamytherium,
Dasypus,
Eutatus,
Holmesina,
Pampatherium,
Cephalomys,
Dasyprocta,
Neoreomys,
Polyptychodon,
Deinotherium,
Agabelus,
Anacharsis,
Armidelphis,
Astadelphis,
Australodelphis,
Belosphys,
Cephalorhynchus,
Cetorhinops,
Delphinis,
Delphinus,
Doliodelphis,
Feresa,
Globicephala,
Grampus,
Hemisyntrachelus,
Ixacanthus,
Lagenodelphis,
Lagenorhynchus,
Leucopleurus,
Lissodelphis,
Orcaella,
Orcinus,
Pelodelphis,
Peponocephala,
Priscodelphinus,
Prodelphinus,
Pseudorca,
Sagmatias,
Sotalia,
Sousa,
Stenella,
Steno,
Tursiops,
Deltatherium,
Telacodon,
Sulestes,
Dendrerpeton,
Benthesikyme,
Dercetis,
Stratodus,
Baptemys,
Dermatemys,
Notomorpha,
Adocus,
Agomphus,
Alamosemys,
Basilemys,
Hoplochelys,
Kallistra,
Trachyaspis,
Allopleuron,
Peritresius,
Psephophorus,
Allodesmus,
Desmatophoca,
Ashoroa,
Desmostylus,
Vanderhoofius,
Diacodexis,
Diadectes,
Nothodon,
Diademodon,
Achaenodon,
Antiacodon,
Apriculus,
Bunomeryx,
Bunophorus,
Dichobune,
Hexacodus,
Homacodon,
Meniscodon,
Microsus,
Mytonomeryx,
Pentacemylus,
Sarcolemur,
Simpsonotis,
Trigonolestes,
Basilodon,
Cistecephalus,
Daptocephalus,
Dicynodon,
Diictodon,
Eosimops,
Kombuisia,
Koupia,
Oudenodon,
Platypodosaurus,
Rhachiocephalus,
Tropidostoma,
Alphadon,
Didelphidectes,
Didelphis,
Glasbius,
Nanodelphys,
Peratherium,
Roberthoffstetteria,
Dilophosaurus,
Dimorphodon,
Dinichthys,
Dunkleosteus,
Eastmanosteus,
Hussakofia,
Dinopteryx,
Anomalopteryx,
Dinornis,
Emeus,
Euryapteryx,
Megalapteryx,
Meionornis,
Mesopteryx,
Pachyornis,
Chilomycterus,
Diodon,
Kyrtogymnodon,
Diomedea,
Diplacanthus,
Homacanthus,
Rhabdoderma,
Apatosaurus,
Barosaurus,
Brontosaurus,
Diplodocus,
Galeamopus,
Rebbachisaurus,
Dicentrodus,
Napaeozapus,
Diprotodon,
Hulitherium,
Protemnodon,
Conchodus,
Dipterus,
Enneabatrachus,
Discosauriscus,
Letoverpeton,
Aspidosaurus,
Astreptorhachis,
Broiliellus,
Cacops,
Dissorophus,
Mordex,
Parioxys,
Docodon,
Enneodon,
Oxydoras,
Ankylodon,
Scenopagus,
Doswellia,
Drepanaspis,
Psammosteus,
Acheroraptor,
Deinonychus,
Dromaeosaurus,
Saurornitholestes,
Utahraptor,
Dromaeus,
Emu,
Dromatherium,
Genyornis,
Amblotherium,
Comotherium,
Dryolestes,
Groebertherium,
Herpetairus,
Kepolestes,
Laodon,
Laolestes,
Leonardus,
Melanodon,
Miccylotrans,
Dryptosaurus,
Dsungaripterus,
Callistosiren,
Corystosiren,
Corytosiren,
Crenatosiren,
Dioplotherium,
Dusisiren,
Eosiren,
Eotheroides,
Felsinotherium,
Halianassa,
Halitherium,
Hesperosiren,
Hydrodamalis,
Ishatherium,
Metaxytherium,
Nanosiren,
Petrosiren,
Prorastomus,
Xenosiren,
Hyposaurus,
Boromys,
Brotomys,
Spaniomys,
Echinorhinus,
Edaphosaurus,
Naosaurus,
Agassizodus,
Batacanthus,
Campodus,
Campyloprion,
Desmiodus,
Drepanacanthus,
Edestus,
Erikodus,
Fadenia,
Leiodus,
Lissoprion,
Orodus,
Physonemus,
Edops,
Elasmosaurus,
Oligosimus,
Styxosaurus,
Thalassiosaurus,
Proeleginops,
Archidiskodon,
Elephas,
Loxodonta,
Mammuthus,
Mastodon,
Palaeoloxodon,
Elonichthys,
Gonatodus,
Illiniichthys,
Nozamichthys,
Brannerion,
Elopopsis,
Elops,
Helmintholepis,
Holcolepis,
Laminospondylus,
Magalops,
Megalops,
Notelops,
Osmeroides,
Rhacolepis,
Spaniodon,
Thrissops,
Thrissopteroides,
Agelaius,
Icterus,
Palaeostruthus,
Pedinorhis,
Pipilo,
Tiaris,
Chrysemys,
Clemmys,
Deirochelys,
Echmatemys,
Emys,
Palaeotheca,
Pseudemys,
Terrapene,
Enaliarctos,
Kamschatarctos,
Cimolichthys,
Enchodus,
Eurypholis,
Halec,
Halecodon,
Prionolepis,
Emydops,
Endothiodon,
Pristerodon,
Robertia,
Ammodon,
Archaeotherium,
Arctodon,
Autodon,
Daeodon,
Dinohyus,
Elotherium,
Entelodon,
Eotherium,
Eocardia,
Schistomys,
Eogrus,
Neopteroplax,
Palaeoherpeton,
Pholiderpeton,
Pteroplax,
Chalicotherium,
Eomoropus,
Grangeria,
Moropus,
Adjidaumo,
Aulolithomys,
Cristadjidaumo,
Litoyoderimys,
Metanoiamys,
Namatomys,
Nomatomys,
Paradjidaumo,
Yoderimys,
Eomysticetus,
Eoplatanista,
Chaetodipterus,
Ephippus,
Epoicotherium,
Pentapassalus,
Tubulodon,
Xenocranium,
Anchippus,
Anchitherium,
Archaeohippus,
Calippus,
Cormohipparion,
Dinohippus,
Eohippus,
Epihippus,
Equus,
Griphippus,
Hipparion,
Hippotherium,
Hypohippus,
Hyracotherium,
Lophiotherium,
Megahippus,
Merychippus,
Mesohippus,
Minippus,
Miohippus,
Nannippus,
Neohipparion,
Orohippus,
Orotherium,
Parahippus,
Plesippus,
Pliohippus,
Protohippus,
Protorohippus,
Pseudhipparion,
Xenicohippus,
Auroralestes,
Entomolestes,
Eochenus,
Eolestes,
Litolestes,
Metechinus,
Tupaiodon,
Eriptychius,
Pycnaspis,
Coendou,
Erethizon,
Ernanodon,
Eryops,
Onchiodon,
Pelosaurus,
Archaeschrichtius,
Eschrichtioides,
Eschrichtius,
Gricetoides,
Megapteropsis,
Esox,
Azygonyx,
Esthonyx,
Higotherium,
Megalesthonyx,
Plesiesthonyx,
Trogosus,
Eucosmodon,
Neoliotomus,
Stygimys,
Eunotosaurus,
Euparkeria,
Planetochelys,
Eurhinodelphis,
Argyrocetus,
Ceterhinops,
Iniopsis,
Macrodelphinus,
Mycteriacetus,
Rhabdosteus,
Schizodelphis,
Vanbreenia,
Xiphiacetus,
Ziphiodelphis,
Eutypomys,
Mattimys,
Hemilampronites,
Falco,
Milvago,
Pediohierax,
Polyborus,
Genus indet.,
Acondylacanthus,
Aethocephalichthyes,
Apateacanthus,
Aquilops,
Archaeodelphis,
Argillomys,
Arundelemys,
Asteroptychius,
Astrodon,
Atherstonia,
Atokatheridium,
Atropatenocetus,
Ausktribosphenos,
Australochelys,
Austrosqualodon,
Bipedopus,
Bishops,
Bobolestes,
Brachyhyops,
Broometta,
Bulaklestes,
Bythiacanthus,
Calopodus,
Cementerius,
Cholodus,
Corriebaater,
Coturnipes,
Creodus,
